,Unnamed: 0.1,Unnamed: 0,RankingList,Filename,index,Role,Standardized Role,job_function,Company,min_salary,max_salary,other_compensation,degree_level,field_of_study,certifications_training,skill,description,learning_objective,confidence,cluster,hierarchy,isSpecialized,type,isBusiness,combined,new_embeds,predicted_cluster,cluster_label,IQ_INDUSTRY_CLASSIFICATION,IQ_INDUSTRY_GROUP,Overall % from Aspirations,Industry Count,Industry Importance,Impact score,Personal Growth score,Leadership Development score,Challenges score,Overall % from Motivations,Normalized Overall % from Aspirations,Normaized Industry Importance,Normalized Overall % from Motivations,Combined Normalized Overall % from Aspirations and Motivations,Combined Normalized Industry Importance and Overall % from Motivations,Open Positions,Mean Industry Importance Score
1473,1475,1475,Companies In India,job_result_3_15.txt,1493,Territory Business Manager - Glenmark Pharmaceuticals -   Maldah,Territory Business Manager,Sales & Marketing,Glenmark Pharmaceuticals,Not disclosed,Not disclosed,Not disclosed,Bachelor's,Business Administration or related field,Not disclosed,Data Analysis,Analyze sales data to identify trends and opportunities.,"Given sales data, analyze it to identify trends and opportunities.",0.7,Business Acumen,Child of Sales Strategy,1.0,Nice_to_Have,1,"Role: Territory Business Manager; Skills: Data Analysis; Learning Objectives: Given sales data, analyze it to identify trends and opportunities","[-0.02880281 -0.02233219  0.00979312 ... -0.00210981 -0.01455394
 -0.00933183]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1474,1476,1476,Companies In India,job_result_9_20.txt,1494,Territory Business Manager - Glenmark Pharmaceuticals -    Chennai,Territory Business Manager,Sales & Marketing,Glenmark Pharmaceuticals,Not disclosed,Not disclosed,Not disclosed,Bachelor's,Business Administration or related field,Not disclosed,Industry Knowledge,Stay up-to-date with industry trends and developments.,"Given industry news, stay current with trends and developments.",0.6,Business Acumen,Child of Sales Strategy,0.0,Implied,1,"Role: Territory Business Manager; Skills: Industry Knowledge; Learning Objectives: Given industry news, stay current with trends and developments","[-0.02745826 -0.02231296  0.01027405 ... -0.00191622 -0.01481024
 -0.01051969]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1475,1477,1477,Companies In India,job_result_3_60.txt,1495,"Manager - Manufacturing Finance, Glenmark Pharmaceuticals, Mumbai",Manager Manufacturing Finance,Finance,Glenmark Pharmaceuticals,60000,80000,Bonuses and stock options,Bachelor's,Finance or Accounting,CPA or CFA certification,Time Management,Ability to prioritize tasks and manage time effectively.,"Given multiple tasks, the learner will be able to prioritize and manage their time effectively.",0.5,Soft Skills,Soft Skills > Time Management,0.0,Implied,1,"Role: Manager Manufacturing Finance; Skills: Time Management; Learning Objectives: Given multiple tasks, the learner will be able to prioritize and manage their time effectively","[-0.02090797 -0.01409935 -0.00024462 ...  0.01628262  0.008155
 -0.00573374]",3,Corporate and Project Finance,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1476,1478,1478,Companies In India,job_result_9_30.txt,1496,Territory Business Manager - Glenmark Pharmaceuticals -    Patiala,Territory Business Manager,Sales & Marketing,Glenmark Pharmaceuticals,Not disclosed,Not disclosed,Not disclosed,Bachelor's,Business Administration or related field,Not disclosed,CRM Software,Use CRM software to manage customer relationships and sales data.,"Given CRM software, manage customer relationships and sales data.",0.7,Technical Skills,Child of Customer Relationship Management,1.0,Implied,1,"Role: Territory Business Manager; Skills: CRM Software; Learning Objectives: Given CRM software, manage customer relationships and sales data","[-0.02725214 -0.02133783  0.00854468 ... -0.00353984 -0.01502568
 -0.00757298]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1477,1479,1479,Companies In India,job_result_10_30.txt,1497,Territory Business Manager - Glenmark Pharmaceuticals -     Sikar,Territory Business Manager,Sales & Marketing,Glenmark Pharmaceuticals,Not Disclosed,Not Disclosed,Not Mentioned,Bachelor's,Business Administration,Not Mentioned,Problem-Solving,Analyze problems and develop effective solutions.,Develop a problem-solving plan to increase solution effectiveness by 35%.,0.5,Analytical Skills,Problem-Solving,0.0,Implied,1,Role: Territory Business Manager; Skills: Problem-Solving; Learning Objectives: Develop a problem-solving plan to increase solution effectiveness by 35%,"[-0.02210669 -0.0138973   0.01022198 ... -0.00254678 -0.01421613
 -0.01374574]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1478,1480,1480,Companies In India,job_result_9_50.txt,1498,District Sales Manager - Cardiology (Telma) - Glenmark...,District Sales Manager,Sales & Marketing,Glenmark Pharmaceuticals,Best in Industry,Best in Industry,Best in Industry,Bachelor's,Business Administration or related field,Not specified,Cardiology Knowledge,Have knowledge of Cardiology (Telma) market,"Given a Cardiology scenario, demonstrate knowledge of Cardiology (Telma) market",0.8,Domain Knowledge,Cardiology Knowledge,1.0,Implied,1,"Role: District Sales Manager; Skills: Cardiology Knowledge; Learning Objectives: Given a Cardiology scenario, demonstrate knowledge of Cardiology (Telma) market","[-0.02783467 -0.00736202  0.00632411 ... -0.00802455 -0.02121857
 -0.01243759]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1479,1481,1481,Companies In India,job_result_3_20.txt,1499,Area Business Manager - Glenmark Pharmaceuticals -  Ahmedabad,Area Business Manager,Sales & Marketing,Glenmark Pharmaceuticals,Not Disclosed,Not Disclosed,Not Disclosed,Bachelor's,Business Administration or related field,Not Disclosed,Adaptability,Ability to adapt to changing market trends and sales scenarios.,"Given a changing market trend or sales scenario, demonstrate ability to adapt.",0.8,Cognitive Abilities,Root,0.0,Implied,1,"Role: Area Business Manager; Skills: Adaptability; Learning Objectives: Given a changing market trend or sales scenario, demonstrate ability to adapt","[-0.0270697  -0.0241331   0.0116195  ... -0.01517782 -0.01472886
 -0.01006586]",0,Business Analytics,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1480,1482,1482,Companies In India,job_result_1_15.txt,1500,Territory Business Manager - Glenmark Pharmaceuticals - Guwahati,Territory Business Manager,Sales & Marketing,Glenmark Pharmaceuticals,Not Disclosed,Not Disclosed,Not Disclosed,Bachelor's,Business Administration or related field,Not Disclosed,Microsoft Office,Use Microsoft Office to create sales reports and presentations.,"Given Microsoft Office, create sales reports and presentations.",0.6,Technical Skills,Root,0.0,Implied,1,"Role: Territory Business Manager; Skills: Microsoft Office; Learning Objectives: Given Microsoft Office, create sales reports and presentations","[-0.02770898 -0.02206603  0.00851242 ... -0.00592261 -0.01449395
 -0.00901701]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1481,1483,1483,Companies In India,job_result_4_90.txt,1501,Executive -  Glenmark Pharmaceuticals  - Mumbai,Executive Assistant,Human Resources,Glenmark Pharmaceuticals,Not disclosed,Not disclosed,Not disclosed,Bachelor's,Human Resources or related field,Not specified,Organizational Skills,Maintain accurate records and files.,Develop strong organizational skills.,0.6,Productivity Skills,Root,0.0,Implied,0,Role: Executive Assistant; Skills: Organizational Skills; Learning Objectives: Develop strong organizational skills,"[-0.02754147 -0.00408773  0.02181309 ... -0.02124875 -0.00086813
 -0.02008718]",8,Corporate Strategy,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1482,1484,1484,Companies In India,job_result_8_20.txt,1502,Area Business Manager - Glenmark Pharmaceuticals - Bhubaneswar,Area Business Manager,Sales & Marketing,Glenmark Pharmaceuticals,Not Disclosed,Not Disclosed,Not Disclosed,Bachelor's,Business Administration,Not Disclosed,Problem-Solving,Ability to analyze problems and develop solutions.,Develop solutions to sales-related problems.,0.7,Critical Thinking,Root,0.0,Implied,1,Role: Area Business Manager; Skills: Problem-Solving; Learning Objectives: Develop solutions to sales-related problems,"[-0.02709663 -0.01939973  0.01377535 ... -0.01444392 -0.01520748
 -0.00785417]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1483,1485,1485,Companies In India,job_result_5_90.txt,1503,Glenmark Pharmaceuticals - Senior Manager - Talent Acquisition...,Senior Manager Talent Acquisition,Human Resources,Glenmark Pharmaceuticals,"₹ 15,00,000","₹ 25,00,000","Bonuses, Stock Options, Benefits",Master's,Human Resources,PHRi Certification,Collaboration,Work effectively with cross-functional teams to achieve business objectives.,Develop collaboration skills to drive business outcomes.,0.8,Interpersonal,Root,0.0,Must_Have,0,Role: Senior Manager Talent Acquisition; Skills: Collaboration; Learning Objectives: Develop collaboration skills to drive business outcomes,"[-0.02850888 -0.01829664  0.01512549 ...  0.00043621 -0.00849221
  0.0016066 ]",10,Operational Excellence,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1484,1486,1486,Companies In India,job_result_1_20.txt,1504,Territory Business Manager - Glenmark Pharmaceuticals -     Sikar,Territory Business Manager,Sales & Marketing,Glenmark Pharmaceuticals,Not Disclosed,Not Disclosed,Not Mentioned,Bachelor's,Business Administration,Not Mentioned,Leadership,Possess leadership skills to motivate and guide teams.,Develop leadership skills to increase team motivation by 10%.,0.75,Leadership,Root,0.0,Nice_to_Have,1,Role: Territory Business Manager; Skills: Leadership; Learning Objectives: Develop leadership skills to increase team motivation by 10%,"[-0.02393346 -0.01342268  0.01144841 ... -0.00734627 -0.01342401
 -0.01277483]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.4335,0.0,0.108375,0.19999999999999998,0.14540785960854996,0.46961325966850825,0.6696132596685083,0.6150211192770583,23,0.16582582742022425
1485,1487,1487,Companies In India,job_result_4_15.txt,1505,Territory Business Manager - Glenmark Pharmaceuticals -   ...,Territory Business Manager,Sales & Marketing,Glenmark Pharmaceuticals,Not disclosed,Not disclosed,Not disclosed,Bachelor's,Business Administration or related field,Not disclosed,Adaptability,Adapt to changing market conditions and sales strategies.,"Given a change in market conditions, adapt sales strategies accordingly.",0.1,Personal Skills,Root,0.0,Implied,1,"Role: Territory Business Manager; Skills: Adaptability; Learning Objectives: Given a change in market conditions, adapt sales strategies accordingly","[-0.02541722 -0.02216071  0.01124918 ... -0.00514922 -0.01346955
 -0.01364832]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1486,1488,1488,Companies In India,job_result_2_15.txt,1506,Territory Business Manager - Glenmark Pharmaceuticals -   Jamshedpur,Territory Business Manager,Sales & Marketing,Glenmark Pharmaceuticals,Not Disclosed,Not Disclosed,Not Disclosed,Bachelor's,Business Administration,Not Disclosed,CRM Software,Use CRM software to manage customer relationships and sales data.,"Given CRM software, manage customer relationships and sales data.",0.6,Technical Skills,Child,0.0,Implied,1,"Role: Territory Business Manager; Skills: CRM Software; Learning Objectives: Given CRM software, manage customer relationships and sales data","[-0.02659172 -0.02145706  0.00880299 ... -0.00390235 -0.01467223
 -0.00785616]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1487,1489,1489,Companies In India,job_result_10_70.txt,1507,Executive/Assistant - Human Resources at Glenmark Pharmaceuticals...,Executive/Assistant Human Resources,Human Resources,Glenmark Pharmaceuticals,500000,700000,"Bonuses, stock options, and benefits",Bachelor's,"Human Resources, Business Administration","PHR, GPHR certifications",Adaptability,Demonstrate adaptability in a fast-paced HR environment.,"Develop strategies for adapting to changing priorities, deadlines, and HR scenarios.",0.7,Soft Skills,Child,0.0,Implied,1,"Role: Executive/Assistant Human Resources; Skills: Adaptability; Learning Objectives: Develop strategies for adapting to changing priorities, deadlines, and HR scenarios","[-0.03223108 -0.00806181  0.02191875 ... -0.01429193  0.00113962
 -0.0003722 ]",8,Corporate Strategy,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1488,1490,1490,Companies In India,job_result_5_91.txt,1508,Chartered Accountant,Chartered Accountant,Finance,Great Eastern Shipping,As per market standards,Competitive salary,Benefits and bonuses,Bachelor's,Commerce or Accounting,CA certification,Time Management,Ability to manage time effectively,Prioritize tasks for timely completion,0.6,Soft Skills,Child,0.0,Implied,1,Role: Chartered Accountant; Skills: Time Management; Learning Objectives: Prioritize tasks for timely completion,"[-0.00703654 -0.01531772  0.01795054 ... -0.00359631  0.00281001
 -0.02850212]",3,Corporate and Project Finance,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,4,0.05337055962725527
1489,1491,1491,Companies In India,job_result_6_91.txt,1509,Chartered Accountant,Chartered Accountant,Finance,Great Eastern Shipping,Competitive,Market Standards,"Bonuses, Stock Options, Benefits",Bachelor's,"Accounting, Finance","CA, CPA, CFA",Data Visualization,Ability to create informative financial dashboards,Create financial dashboards to communicate results,0.5,Software Skills,Child,0.0,Nice_to_Have,1,Role: Chartered Accountant; Skills: Data Visualization; Learning Objectives: Create financial dashboards to communicate results,"[-0.00635635 -0.01547346  0.0179116  ... -0.00244039 -0.00021449
 -0.02880404]",3,Corporate and Project Finance,Energy,Energy,0.1722,70,12.054,0.0,0.0,0.0,0.0,0.0,0.31489932885906036,0.05337055962725527,0.0,0.31489932885906036,0.05337055962725527,4,0.05337055962725527
